frame,time_s,R,G,B
76,1.26666666666667,0,0,0
77,1.28333333333333,0,0,0
78,1.3,0.565978891162623,0.565978891162623,0.565978891162623
79,1.31666666666667,0.565978891162623,0.565978891162623,0.565978891162623
80,1.33333333333333,0.565978891162623,0.565978891162623,0.565978891162623
81,1.35,0.565978891162623,0.565978891162623,0.565978891162623
82,1.36666666666667,0.565978891162623,0.565978891162623,0.565978891162623
83,1.38333333333333,0.565978891162623,0.565978891162623,0.565978891162623
84,1.4,0.789885661618866,0.789885661618866,0.789885661618866
85,1.41666666666667,0.789885661618866,0.789885661618866,0.789885661618866
86,1.43333333333333,0.789885661618866,0.789885661618866,0.789885661618866
87,1.45,0.789885661618866,0.789885661618866,0.789885661618866
88,1.46666666666667,0.789885661618866,0.789885661618866,0.789885661618866
89,1.48333333333333,0.789885661618866,0.789885661618866,0.789885661618866
90,1.5,0.60499823250583,0.60499823250583,0.60499823250583
91,1.51666666666667,0.60499823250583,0.60499823250583,0.60499823250583
92,1.53333333333333,0.60499823250583,0.60499823250583,0.60499823250583
93,1.55,0.60499823250583,0.60499823250583,0.60499823250583
94,1.56666666666667,0.60499823250583,0.60499823250583,0.60499823250583
95,1.58333333333333,0.60499823250583,0.60499823250583,0.60499823250583
96,1.6,0.770544584502669,0.770544584502669,0.770544584502669
97,1.61666666666667,0.770544584502669,0.770544584502669,0.770544584502669
98,1.63333333333333,0.770544584502669,0.770544584502669,0.770544584502669
99,1.65,0.770544584502669,0.770544584502669,0.770544584502669
100,1.66666666666667,0.770544584502669,0.770544584502669,0.770544584502669
101,1.68333333333333,0.770544584502669,0.770544584502669,0.770544584502669
102,1.7,1,1,1
103,1.71666666666667,1,1,1
104,1.73333333333333,1,1,1
105,1.75,1,1,1
106,1.76666666666667,1,1,1
107,1.78333333333333,1,1,1
108,1.8,0.874575999568845,0.874575999568845,0.874575999568845
109,1.81666666666667,0.874575999568845,0.874575999568845,0.874575999568845
110,1.83333333333333,0.874575999568845,0.874575999568845,0.874575999568845
111,1.85,0.874575999568845,0.874575999568845,0.874575999568845
112,1.86666666666667,0.874575999568845,0.874575999568845,0.874575999568845
113,1.88333333333333,0.874575999568845,0.874575999568845,0.874575999568845
114,1.9,0.163044260765637,0.163044260765637,0.163044260765637
115,1.91666666666667,0.163044260765637,0.163044260765637,0.163044260765637
116,1.93333333333333,0.163044260765637,0.163044260765637,0.163044260765637
117,1.95,0.163044260765637,0.163044260765637,0.163044260765637
118,1.96666666666667,0.163044260765637,0.163044260765637,0.163044260765637
119,1.98333333333333,0.163044260765637,0.163044260765637,0.163044260765637
120,2,0.250974478007846,0.250974478007846,0.250974478007846
121,2.01666666666667,0.250974478007846,0.250974478007846,0.250974478007846
122,2.03333333333333,0.250974478007846,0.250974478007846,0.250974478007846
123,2.05,0.250974478007846,0.250974478007846,0.250974478007846
124,2.06666666666667,0.250974478007846,0.250974478007846,0.250974478007846
125,2.08333333333333,0.250974478007846,0.250974478007846,0.250974478007846
126,2.1,0.463466378129959,0.463466378129959,0.463466378129959
127,2.11666666666667,0.463466378129959,0.463466378129959,0.463466378129959
128,2.13333333333333,0.463466378129959,0.463466378129959,0.463466378129959
129,2.15,0.463466378129959,0.463466378129959,0.463466378129959
130,2.16666666666667,0.463466378129959,0.463466378129959,0.463466378129959
131,2.18333333333333,0.463466378129959,0.463466378129959,0.463466378129959
132,2.2,0.307222683038514,0.307222683038514,0.307222683038514
133,2.21666666666667,0.307222683038514,0.307222683038514,0.307222683038514
134,2.23333333333333,0.307222683038514,0.307222683038514,0.307222683038514
135,2.25,0.307222683038514,0.307222683038514,0.307222683038514
136,2.26666666666667,0.307222683038514,0.307222683038514,0.307222683038514
137,2.28333333333333,0.307222683038514,0.307222683038514,0.307222683038514
138,2.3,0.476315010032861,0.476315010032861,0.476315010032861
139,2.31666666666667,0.476315010032861,0.476315010032861,0.476315010032861
140,2.33333333333333,0.476315010032861,0.476315010032861,0.476315010032861
141,2.35,0.476315010032861,0.476315010032861,0.476315010032861
142,2.36666666666667,0.476315010032861,0.476315010032861,0.476315010032861
143,2.38333333333333,0.476315010032861,0.476315010032861,0.476315010032861
144,2.4,0.86843383090809,0.86843383090809,0.86843383090809
145,2.41666666666667,0.86843383090809,0.86843383090809,0.86843383090809
146,2.43333333333333,0.86843383090809,0.86843383090809,0.86843383090809
147,2.45,0.86843383090809,0.86843383090809,0.86843383090809
148,2.46666666666667,0.86843383090809,0.86843383090809,0.86843383090809
149,2.48333333333333,0.86843383090809,0.86843383090809,0.86843383090809
150,2.5,0.340590249444835,0.340590249444835,0.340590249444835
151,2.51666666666667,0.340590249444835,0.340590249444835,0.340590249444835
152,2.53333333333333,0.340590249444835,0.340590249444835,0.340590249444835
153,2.55,0.340590249444835,0.340590249444835,0.340590249444835
154,2.56666666666667,0.340590249444835,0.340590249444835,0.340590249444835
155,2.58333333333333,0.340590249444835,0.340590249444835,0.340590249444835
156,2.6,0.414168559836574,0.414168559836574,0.414168559836574
157,2.61666666666667,0.414168559836574,0.414168559836574,0.414168559836574
158,2.63333333333333,0.414168559836574,0.414168559836574,0.414168559836574
159,2.65,0.414168559836574,0.414168559836574,0.414168559836574
160,2.66666666666667,0.414168559836574,0.414168559836574,0.414168559836574
161,2.68333333333333,0.414168559836574,0.414168559836574,0.414168559836574
162,2.7,0.431718303519143,0.431718303519143,0.431718303519143
163,2.71666666666667,0.431718303519143,0.431718303519143,0.431718303519143
164,2.73333333333333,0.431718303519143,0.431718303519143,0.431718303519143
165,2.75,0.431718303519143,0.431718303519143,0.431718303519143
166,2.76666666666667,0.431718303519143,0.431718303519143,0.431718303519143
167,2.78333333333333,0.431718303519143,0.431718303519143,0.431718303519143
168,2.8,0.70235695057621,0.70235695057621,0.70235695057621
169,2.81666666666667,0.70235695057621,0.70235695057621,0.70235695057621
170,2.83333333333333,0.70235695057621,0.70235695057621,0.70235695057621
171,2.85,0.70235695057621,0.70235695057621,0.70235695057621
172,2.86666666666667,0.70235695057621,0.70235695057621,0.70235695057621
173,2.88333333333333,0.70235695057621,0.70235695057621,0.70235695057621
174,2.9,0.811052000037688,0.811052000037688,0.811052000037688
175,2.91666666666667,0.811052000037688,0.811052000037688,0.811052000037688
176,2.93333333333333,0.811052000037688,0.811052000037688,0.811052000037688
177,2.95,0.811052000037688,0.811052000037688,0.811052000037688
178,2.96666666666667,0.811052000037688,0.811052000037688,0.811052000037688
179,2.98333333333333,0.811052000037688,0.811052000037688,0.811052000037688
180,3,0.455161243128673,0.455161243128673,0.455161243128673
181,3.01666666666667,0.455161243128673,0.455161243128673,0.455161243128673
182,3.03333333333333,0.455161243128673,0.455161243128673,0.455161243128673
183,3.05,0.455161243128673,0.455161243128673,0.455161243128673
184,3.06666666666667,0.455161243128673,0.455161243128673,0.455161243128673
185,3.08333333333333,0.455161243128673,0.455161243128673,0.455161243128673
186,3.1,0.404875596826543,0.404875596826543,0.404875596826543
187,3.11666666666667,0.404875596826543,0.404875596826543,0.404875596826543
188,3.13333333333333,0.404875596826543,0.404875596826543,0.404875596826543
189,3.15,0.404875596826543,0.404875596826543,0.404875596826543
190,3.16666666666667,0.404875596826543,0.404875596826543,0.404875596826543
191,3.18333333333333,0.404875596826543,0.404875596826543,0.404875596826543
192,3.2,0.780078402109574,0.780078402109574,0.780078402109574
193,3.21666666666667,0.780078402109574,0.780078402109574,0.780078402109574
194,3.23333333333333,0.780078402109574,0.780078402109574,0.780078402109574
195,3.25,0.780078402109574,0.780078402109574,0.780078402109574
196,3.26666666666667,0.780078402109574,0.780078402109574,0.780078402109574
197,3.28333333333333,0.780078402109574,0.780078402109574,0.780078402109574
198,3.3,0.716985226700608,0.716985226700608,0.716985226700608
199,3.31666666666667,0.716985226700608,0.716985226700608,0.716985226700608
200,3.33333333333333,0.716985226700608,0.716985226700608,0.716985226700608
201,3.35,0.716985226700608,0.716985226700608,0.716985226700608
202,3.36666666666667,0.716985226700608,0.716985226700608,0.716985226700608
203,3.38333333333333,0.716985226700608,0.716985226700608,0.716985226700608
204,3.4,0.646455444006544,0.646455444006544,0.646455444006544
205,3.41666666666667,0.646455444006544,0.646455444006544,0.646455444006544
206,3.43333333333333,0.646455444006544,0.646455444006544,0.646455444006544
207,3.45,0.646455444006544,0.646455444006544,0.646455444006544
208,3.46666666666667,0.646455444006544,0.646455444006544,0.646455444006544
209,3.48333333333333,0.646455444006544,0.646455444006544,0.646455444006544
210,3.5,1,1,1
211,3.51666666666667,1,1,1
212,3.53333333333333,1,1,1
213,3.55,1,1,1
214,3.56666666666667,1,1,1
215,3.58333333333333,1,1,1
216,3.6,0.509510227338208,0.509510227338208,0.509510227338208
217,3.61666666666667,0.509510227338208,0.509510227338208,0.509510227338208
218,3.63333333333333,0.509510227338208,0.509510227338208,0.509510227338208
219,3.65,0.509510227338208,0.509510227338208,0.509510227338208
220,3.66666666666667,0.509510227338208,0.509510227338208,0.509510227338208
221,3.68333333333333,0.509510227338208,0.509510227338208,0.509510227338208
222,3.7,0.602382480360619,0.602382480360619,0.602382480360619
223,3.71666666666667,0.602382480360619,0.602382480360619,0.602382480360619
224,3.73333333333333,0.602382480360619,0.602382480360619,0.602382480360619
225,3.75,0.602382480360619,0.602382480360619,0.602382480360619
226,3.76666666666667,0.602382480360619,0.602382480360619,0.602382480360619
227,3.78333333333333,0.602382480360619,0.602382480360619,0.602382480360619
228,3.8,0.47494070333519,0.47494070333519,0.47494070333519
229,3.81666666666667,0.47494070333519,0.47494070333519,0.47494070333519
230,3.83333333333333,0.47494070333519,0.47494070333519,0.47494070333519
231,3.85,0.47494070333519,0.47494070333519,0.47494070333519
232,3.86666666666667,0.47494070333519,0.47494070333519,0.47494070333519
233,3.88333333333333,0.47494070333519,0.47494070333519,0.47494070333519
234,3.9,0.684926327300479,0.684926327300479,0.684926327300479
235,3.91666666666667,0.684926327300479,0.684926327300479,0.684926327300479
236,3.93333333333333,0.684926327300479,0.684926327300479,0.684926327300479
237,3.95,0.684926327300479,0.684926327300479,0.684926327300479
238,3.96666666666667,0.684926327300479,0.684926327300479,0.684926327300479
239,3.98333333333333,0.684926327300479,0.684926327300479,0.684926327300479
240,4,0.342500241824568,0.342500241824568,0.342500241824568
241,4.01666666666667,0.342500241824568,0.342500241824568,0.342500241824568
242,4.03333333333333,0.342500241824568,0.342500241824568,0.342500241824568
243,4.05,0.342500241824568,0.342500241824568,0.342500241824568
244,4.06666666666667,0.342500241824568,0.342500241824568,0.342500241824568
245,4.08333333333333,0.342500241824568,0.342500241824568,0.342500241824568
246,4.1,0.802312022348353,0.802312022348353,0.802312022348353
247,4.11666666666667,0.802312022348353,0.802312022348353,0.802312022348353
248,4.13333333333333,0.802312022348353,0.802312022348353,0.802312022348353
249,4.15,0.802312022348353,0.802312022348353,0.802312022348353
250,4.16666666666667,0.802312022348353,0.802312022348353,0.802312022348353
251,4.18333333333333,0.802312022348353,0.802312022348353,0.802312022348353
252,4.2,1,1,1
253,4.21666666666667,1,1,1
254,4.23333333333333,1,1,1
255,4.25,1,1,1
256,4.26666666666667,1,1,1
257,4.28333333333333,1,1,1
258,4.3,0.525586420591242,0.525586420591242,0.525586420591242
259,4.31666666666667,0.525586420591242,0.525586420591242,0.525586420591242
260,4.33333333333333,0.525586420591242,0.525586420591242,0.525586420591242
261,4.35,0.525586420591242,0.525586420591242,0.525586420591242
262,4.36666666666667,0.525586420591242,0.525586420591242,0.525586420591242
263,4.38333333333333,0.525586420591242,0.525586420591242,0.525586420591242
264,4.4,0.479502582584195,0.479502582584195,0.479502582584195
265,4.41666666666667,0.479502582584195,0.479502582584195,0.479502582584195
266,4.43333333333333,0.479502582584195,0.479502582584195,0.479502582584195
267,4.45,0.479502582584195,0.479502582584195,0.479502582584195
268,4.46666666666667,0.479502582584195,0.479502582584195,0.479502582584195
269,4.48333333333333,0.479502582584195,0.479502582584195,0.479502582584195
270,4.5,0.330960377946389,0.330960377946389,0.330960377946389
271,4.51666666666667,0.330960377946389,0.330960377946389,0.330960377946389
272,4.53333333333333,0.330960377946389,0.330960377946389,0.330960377946389
273,4.55,0.330960377946389,0.330960377946389,0.330960377946389
274,4.56666666666667,0.330960377946389,0.330960377946389,0.330960377946389
275,4.58333333333333,0.330960377946389,0.330960377946389,0.330960377946389
276,4.6,0.357927782518931,0.357927782518931,0.357927782518931
277,4.61666666666667,0.357927782518931,0.357927782518931,0.357927782518931
278,4.63333333333333,0.357927782518931,0.357927782518931,0.357927782518931
279,4.65,0.357927782518931,0.357927782518931,0.357927782518931
280,4.66666666666667,0.357927782518931,0.357927782518931,0.357927782518931
281,4.68333333333333,0.357927782518931,0.357927782518931,0.357927782518931
282,4.7,0,0,0
283,4.71666666666667,0,0,0
284,4.73333333333333,0,0,0
285,4.75,0,0,0
286,4.76666666666667,0,0,0
287,4.78333333333333,0,0,0
288,4.8,0.483883985475054,0.483883985475054,0.483883985475054
289,4.81666666666667,0.483883985475054,0.483883985475054,0.483883985475054
290,4.83333333333333,0.483883985475054,0.483883985475054,0.483883985475054
291,4.85,0.483883985475054,0.483883985475054,0.483883985475054
292,4.86666666666667,0.483883985475054,0.483883985475054,0.483883985475054
293,4.88333333333333,0.483883985475054,0.483883985475054,0.483883985475054
294,4.9,0.235596780200213,0.235596780200213,0.235596780200213
295,4.91666666666667,0.235596780200213,0.235596780200213,0.235596780200213
296,4.93333333333333,0.235596780200213,0.235596780200213,0.235596780200213
297,4.95,0.235596780200213,0.235596780200213,0.235596780200213
298,4.96666666666667,0.235596780200213,0.235596780200213,0.235596780200213
299,4.98333333333333,0.235596780200213,0.235596780200213,0.235596780200213
300,5,0.876767430112572,0.876767430112572,0.876767430112572
301,5.01666666666667,0.876767430112572,0.876767430112572,0.876767430112572
302,5.03333333333333,0.876767430112572,0.876767430112572,0.876767430112572
303,5.05,0.876767430112572,0.876767430112572,0.876767430112572
304,5.06666666666667,0.876767430112572,0.876767430112572,0.876767430112572
305,5.08333333333333,0.876767430112572,0.876767430112572,0.876767430112572
306,5.1,0.546752465161993,0.546752465161993,0.546752465161993
307,5.11666666666667,0.546752465161993,0.546752465161993,0.546752465161993
308,5.13333333333333,0.546752465161993,0.546752465161993,0.546752465161993
309,5.15,0.546752465161993,0.546752465161993,0.546752465161993
310,5.16666666666667,0.546752465161993,0.546752465161993,0.546752465161993
311,5.18333333333333,0.546752465161993,0.546752465161993,0.546752465161993
312,5.2,0.516479804211931,0.516479804211931,0.516479804211931
313,5.21666666666667,0.516479804211931,0.516479804211931,0.516479804211931
314,5.23333333333333,0.516479804211931,0.516479804211931,0.516479804211931
315,5.25,0.516479804211931,0.516479804211931,0.516479804211931
316,5.26666666666667,0.516479804211931,0.516479804211931,0.516479804211931
317,5.28333333333333,0.516479804211931,0.516479804211931,0.516479804211931
318,5.3,0.919565732823043,0.919565732823043,0.919565732823043
319,5.31666666666667,0.919565732823043,0.919565732823043,0.919565732823043
320,5.33333333333333,0.919565732823043,0.919565732823043,0.919565732823043
321,5.35,0.919565732823043,0.919565732823043,0.919565732823043
322,5.36666666666667,0.919565732823043,0.919565732823043,0.919565732823043
323,5.38333333333333,0.919565732823043,0.919565732823043,0.919565732823043
324,5.4,0,0,0
325,5.41666666666667,0,0,0
326,5.43333333333333,0,0,0
327,5.45,0,0,0
328,5.46666666666667,0,0,0
329,5.48333333333333,0,0,0
330,5.5,0.598896218582889,0.598896218582889,0.598896218582889
331,5.51666666666667,0.598896218582889,0.598896218582889,0.598896218582889
332,5.53333333333333,0.598896218582889,0.598896218582889,0.598896218582889
333,5.55,0.598896218582889,0.598896218582889,0.598896218582889
334,5.56666666666667,0.598896218582889,0.598896218582889,0.598896218582889
335,5.58333333333333,0.598896218582889,0.598896218582889,0.598896218582889
336,5.6,0.18262916865468,0.18262916865468,0.18262916865468
337,5.61666666666667,0.18262916865468,0.18262916865468,0.18262916865468
338,5.63333333333333,0.18262916865468,0.18262916865468,0.18262916865468
339,5.65,0.18262916865468,0.18262916865468,0.18262916865468
340,5.66666666666667,0.18262916865468,0.18262916865468,0.18262916865468
341,5.68333333333333,0.18262916865468,0.18262916865468,0.18262916865468
342,5.7,0.306989251716319,0.306989251716319,0.306989251716319
343,5.71666666666667,0.306989251716319,0.306989251716319,0.306989251716319
344,5.73333333333333,0.306989251716319,0.306989251716319,0.306989251716319
345,5.75,0.306989251716319,0.306989251716319,0.306989251716319
346,5.76666666666667,0.306989251716319,0.306989251716319,0.306989251716319
347,5.78333333333333,0.306989251716319,0.306989251716319,0.306989251716319
348,5.8,0.57753223701127,0.57753223701127,0.57753223701127
349,5.81666666666667,0.57753223701127,0.57753223701127,0.57753223701127
350,5.83333333333333,0.57753223701127,0.57753223701127,0.57753223701127
351,5.85,0.57753223701127,0.57753223701127,0.57753223701127
352,5.86666666666667,0.57753223701127,0.57753223701127,0.57753223701127
353,5.88333333333333,0.57753223701127,0.57753223701127,0.57753223701127
354,5.9,0.767508291204461,0.767508291204461,0.767508291204461
355,5.91666666666667,0.767508291204461,0.767508291204461,0.767508291204461
356,5.93333333333333,0.767508291204461,0.767508291204461,0.767508291204461
357,5.95,0.767508291204461,0.767508291204461,0.767508291204461
358,5.96666666666667,0.767508291204461,0.767508291204461,0.767508291204461
359,5.98333333333333,0.767508291204461,0.767508291204461,0.767508291204461
360,6,0.249013276788386,0.249013276788386,0.249013276788386
361,6.01666666666667,0.249013276788386,0.249013276788386,0.249013276788386
362,6.03333333333333,0.249013276788386,0.249013276788386,0.249013276788386
363,6.05,0.249013276788386,0.249013276788386,0.249013276788386
364,6.06666666666667,0.249013276788386,0.249013276788386,0.249013276788386
365,6.08333333333333,0.249013276788386,0.249013276788386,0.249013276788386
366,6.1,0.665944473612373,0.665944473612373,0.665944473612373
367,6.11666666666667,0.665944473612373,0.665944473612373,0.665944473612373
368,6.13333333333333,0.665944473612373,0.665944473612373,0.665944473612373
369,6.15,0.665944473612373,0.665944473612373,0.665944473612373
370,6.16666666666667,0.665944473612373,0.665944473612373,0.665944473612373
371,6.18333333333333,0.665944473612373,0.665944473612373,0.665944473612373
372,6.2,0.937522795668597,0.937522795668597,0.937522795668597
373,6.21666666666667,0.937522795668597,0.937522795668597,0.937522795668597
374,6.23333333333333,0.937522795668597,0.937522795668597,0.937522795668597
375,6.25,0.937522795668597,0.937522795668597,0.937522795668597
376,6.26666666666667,0.937522795668597,0.937522795668597,0.937522795668597
377,6.28333333333333,0.937522795668597,0.937522795668597,0.937522795668597
378,6.3,0.243475346373018,0.243475346373018,0.243475346373018
379,6.31666666666667,0.243475346373018,0.243475346373018,0.243475346373018
380,6.33333333333333,0.243475346373018,0.243475346373018,0.243475346373018
381,6.35,0.243475346373018,0.243475346373018,0.243475346373018
382,6.36666666666667,0.243475346373018,0.243475346373018,0.243475346373018
383,6.38333333333333,0.243475346373018,0.243475346373018,0.243475346373018
384,6.4,0.202363215009791,0.202363215009791,0.202363215009791
385,6.41666666666667,0.202363215009791,0.202363215009791,0.202363215009791
386,6.43333333333333,0.202363215009791,0.202363215009791,0.202363215009791
387,6.45,0.202363215009791,0.202363215009791,0.202363215009791
388,6.46666666666667,0.202363215009791,0.202363215009791,0.202363215009791
389,6.48333333333333,0.202363215009791,0.202363215009791,0.202363215009791
390,6.5,0.496490174840708,0.496490174840708,0.496490174840708
391,6.51666666666667,0.496490174840708,0.496490174840708,0.496490174840708
392,6.53333333333333,0.496490174840708,0.496490174840708,0.496490174840708
393,6.55,0.496490174840708,0.496490174840708,0.496490174840708
394,6.56666666666667,0.496490174840708,0.496490174840708,0.496490174840708
395,6.58333333333333,0.496490174840708,0.496490174840708,0.496490174840708
396,6.6,0.688073220434571,0.688073220434571,0.688073220434571
397,6.61666666666667,0.688073220434571,0.688073220434571,0.688073220434571
398,6.63333333333333,0.688073220434571,0.688073220434571,0.688073220434571
399,6.65,0.688073220434571,0.688073220434571,0.688073220434571
400,6.66666666666667,0.688073220434571,0.688073220434571,0.688073220434571
401,6.68333333333333,0.688073220434571,0.688073220434571,0.688073220434571
402,6.7,0.500449765103144,0.500449765103144,0.500449765103144
403,6.71666666666667,0.500449765103144,0.500449765103144,0.500449765103144
404,6.73333333333333,0.500449765103144,0.500449765103144,0.500449765103144
405,6.75,0.500449765103144,0.500449765103144,0.500449765103144
406,6.76666666666667,0.500449765103144,0.500449765103144,0.500449765103144
407,6.78333333333333,0.500449765103144,0.500449765103144,0.500449765103144
408,6.8,0.255101978729623,0.255101978729623,0.255101978729623
409,6.81666666666667,0.255101978729623,0.255101978729623,0.255101978729623
410,6.83333333333333,0.255101978729623,0.255101978729623,0.255101978729623
411,6.85,0.255101978729623,0.255101978729623,0.255101978729623
412,6.86666666666667,0.255101978729623,0.255101978729623,0.255101978729623
413,6.88333333333333,0.255101978729623,0.255101978729623,0.255101978729623
414,6.9,0.534544260859443,0.534544260859443,0.534544260859443
415,6.91666666666667,0.534544260859443,0.534544260859443,0.534544260859443
416,6.93333333333333,0.534544260859443,0.534544260859443,0.534544260859443
417,6.95,0.534544260859443,0.534544260859443,0.534544260859443
418,6.96666666666667,0.534544260859443,0.534544260859443,0.534544260859443
419,6.98333333333333,0.534544260859443,0.534544260859443,0.534544260859443
420,7,0.56212059945965,0.56212059945965,0.56212059945965
421,7.01666666666667,0.56212059945965,0.56212059945965,0.56212059945965
422,7.03333333333333,0.56212059945965,0.56212059945965,0.56212059945965
423,7.05,0.56212059945965,0.56212059945965,0.56212059945965
424,7.06666666666667,0.56212059945965,0.56212059945965,0.56212059945965
425,7.08333333333333,0.56212059945965,0.56212059945965,0.56212059945965
426,7.1,0.366631457260222,0.366631457260222,0.366631457260222
427,7.11666666666667,0.366631457260222,0.366631457260222,0.366631457260222
428,7.13333333333333,0.366631457260222,0.366631457260222,0.366631457260222
429,7.15,0.366631457260222,0.366631457260222,0.366631457260222
430,7.16666666666667,0.366631457260222,0.366631457260222,0.366631457260222
431,7.18333333333333,0.366631457260222,0.366631457260222,0.366631457260222
432,7.2,0.163853077194737,0.163853077194737,0.163853077194737
433,7.21666666666667,0.163853077194737,0.163853077194737,0.163853077194737
434,7.23333333333333,0.163853077194737,0.163853077194737,0.163853077194737
435,7.25,0.163853077194737,0.163853077194737,0.163853077194737
436,7.26666666666667,0.163853077194737,0.163853077194737,0.163853077194737
437,7.28333333333333,0.163853077194737,0.163853077194737,0.163853077194737
438,7.3,0.630607388786685,0.630607388786685,0.630607388786685
439,7.31666666666667,0.630607388786685,0.630607388786685,0.630607388786685
440,7.33333333333333,0.630607388786685,0.630607388786685,0.630607388786685
441,7.35,0.630607388786685,0.630607388786685,0.630607388786685
442,7.36666666666667,0.630607388786685,0.630607388786685,0.630607388786685
443,7.38333333333333,0.630607388786685,0.630607388786685,0.630607388786685
444,7.4,0.505126590187067,0.505126590187067,0.505126590187067
445,7.41666666666667,0.505126590187067,0.505126590187067,0.505126590187067
446,7.43333333333333,0.505126590187067,0.505126590187067,0.505126590187067
447,7.45,0.505126590187067,0.505126590187067,0.505126590187067
448,7.46666666666667,0.505126590187067,0.505126590187067,0.505126590187067
449,7.48333333333333,0.505126590187067,0.505126590187067,0.505126590187067
450,7.5,0.391104311341433,0.391104311341433,0.391104311341433
